,wght_W_layer_0,wght_W_layer_1,wght_W_layer_2,wght_W_layer_3,wght_W_layer_4,wght_W_layer_5,wght_W_layer_6,wght_W_layer_7,wght_W_layer_8,wght_W_layer_9
wght_W_input_67,-0.40382264524876715,0.1579343750489812,0.11318993089078458,0.4583781048828494,0.3809195177492518,-0.531003110509933,-0.31262370259647226,-0.16340098582709525,0.21241606132361945,0.22694898184584425
wght_W_input_68,0.8689570975475762,-0.15557188757275814,0.2386644663798346,-0.6210996746305454,-0.6019334122064083,-0.26705120812168304,0.12479632521280604,0.3882461959157324,0.4640976790069129,-0.32971526109767213
wght_W_input_69,0.2951209636050736,-0.46010206482450555,0.41759211608264873,-0.18145539987552384,0.23201624692729753,-0.8847303704631143,0.20222103838576053,0.8235348793210816,-0.5131676931855697,0.25218179776362587
wght_W_input_70,-0.10145186103677105,-0.23647526043218245,0.19895563005838843,-0.01490930292067371,-0.5489976307698271,0.5848410758572854,0.8048611045178561,0.24541275399641635,-0.2522808329931177,-0.6573767144632681
wght_W_input_71,-0.479229087330396,0.03984926103319597,-0.3036416383634778,0.4821642061908415,-0.04131747448623561,0.04040020064965903,-0.46573308217346054,0.6047261748648096,0.15739846284870257,0.46811019875876264
wght_W_input_72,0.3759862045890882,0.4342933051358515,-0.7513120935377788,0.36592601824152554,-0.20379915944015078,0.4445918278251956,0.7430400419402655,-0.9300199777560261,-0.7845686997258171,-0.01739675626531352
wght_W_input_73,-0.17273012839290425,-0.677669080572219,-0.410707724160559,0.20758742753867893,0.38116476093749885,0.6196252977509705,0.2635783952839434,-0.7543094818952677,0.43553887360583665,0.08842760335320396
wght_W_input_74,0.10079054625158741,-0.36634751363462514,0.3265438632491703,-0.02483658239977957,-0.21477248469936702,-0.28741162948182825,-0.2989858795571556,0.6115358663940461,-0.303364610689399,-0.3698219120549963
wght_W_input_75,0.2029158322100407,0.13817092207386428,-0.8336855042452704,0.14848818565665325,-0.017243912203942925,0.25763650822100376,0.007584542215718228,-0.5115969423913067,-0.19064653267064546,0.291141808701177
wght_W_input_76,-0.13459645533640308,0.02828106878892264,0.02797090680948734,-0.23434860990379844,-0.023109147019192998,0.1918860920679027,-0.12053987353313485,-0.3564411097879947,0.10064897789906109,0.16353379187688052
wght_W_input_77,0.057736685963887244,0.3123060400309175,0.3823896576925162,0.018344213423933456,-0.6790707238207442,-0.4195235663579687,0.3601565828836061,-0.11743445576271822,-0.09761488902610176,0.39543185750900955
wght_W_input_78,-0.09909734234106948,-0.5038713720515314,0.6624949786058583,0.13848150879011123,-0.8094384859994738,0.8500026490119996,-0.21326207547564133,0.2775916828827363,-0.33720323505423466,0.2592704703289457
wght_W_input_79,-0.08485314650251613,-0.037388275436740344,-0.13154263304445574,-0.1548746731331111,-0.0023541106519254645,0.2242540234708277,0.2757531360047456,0.11938689433706237,0.21121772051611842,-0.15104729224459318
wght_W_input_80,-0.23163418511768682,-0.04719103832214546,0.24686845873748303,0.4208830878522467,-0.3031424733870971,0.4267477111940015,-0.2222960473923153,0.321045896645416,-0.09111281099040353,-0.07379163902354671
wght_W_input_81,-0.18153899766220916,-0.14381222906466762,0.1540523551673131,-0.3099772104113284,0.22881116817215089,0.1067954637225497,0.5929532616152214,-0.19207580772433688,0.07446016758390542,0.2902596843076486
wght_W_input_82,-0.6466867182971532,0.45696437207191687,-0.7740422678192126,-0.264720856288756,0.20568604091663337,0.10896165557911193,0.1362268757967129,0.09495498419355931,0.031771383780148835,0.041515930616775026
wght_W_input_83,0.3838604170291192,-0.17264316441694877,-0.5292591236437482,-0.04879998748510451,-0.3336786015942575,-0.06563617915738916,0.19666704148564304,-0.08611450495310817,0.21501985641321006,0.263240108812323
wght_W_input_84,0.15645638741196394,0.32334313167285483,1.1446373728531358,-0.21024560778666201,-0.6977919674870202,-0.26074012761855064,-0.015977887078821883,0.494409895718148,-0.3287692394195542,-0.05245435889600539
wght_W_input_85,0.10428555235353645,-0.6482173760562421,0.3858633417357139,0.5942490280665557,-0.46912918783364815,-0.310083304083665,-0.5922330092852569,0.0011266231965277396,0.08840958632331572,0.40971939379580696
wght_W_input_86,0.6733650793466216,-0.25586878320672124,-0.3761126367613104,-0.19176585782618402,-0.020746666647784438,0.1044088970600631,-0.37011009377115445,-0.25861171582138764,0.09629111427106589,0.036145738401701884
wght_W_input_87,-0.21658515837892153,-0.1471712897290757,0.6135121546542442,0.1393879800419079,0.08269108659054121,0.19742506350675726,-0.01047358766206705,0.6320631056362475,-0.6840205661558749,-0.9598922786090683
wght_W_input_88,0.39766237393279324,0.20244207977440223,0.15795235523256304,0.010724454201767392,-0.04566261897110617,-1.3186916107990425,-0.45700115823772164,0.3919514525974222,-0.12641308128728032,0.5762561612430376
wght_W_input_89,-0.3873516412511055,0.039085245203850434,-0.25750649332459347,0.041484415878755766,-0.04639156033160496,0.5901946436053914,-0.20869557453819004,0.29340363812252235,-0.4387252537010125,0.27424371238872813
wght_W_input_90,0.2842490606399018,0.18836081036008062,0.2886571717943698,0.4215630217503225,-0.24104721904782256,0.12407247482290519,0.5454948131689773,-0.6818488748772786,-0.05653718728228142,0.04700947066795955
wght_W_input_91,0.04848929998947937,0.30913150620071567,-0.028440357123432278,0.2349572116802744,-0.040538743767474954,0.3603797663540105,0.2677778351210385,-0.6365466356081563,0.3405816917480108,-0.5799508883389812
wght_W_input_92,-0.5843041956773228,-0.16992441357372187,0.18483650870903306,0.7721608361683032,-0.7656600891085136,-0.03691647908160426,-0.3132803973715639,0.19331602434294753,0.2582118934908145,0.3245742348583019
wght_W_input_93,0.38236295894503525,0.19692536558394216,-0.04341000107252271,0.21329618602414066,-0.22206323320813975,-0.8349931064901089,0.055426784556937614,-0.07202973489814128,-0.342234157727181,0.27019383957490695
wght_W_input_94,0.1940438957997729,0.46802401838634067,-0.7384368093116879,-0.34142617764335076,-0.5142251873591093,0.6564586682855654,-0.3564726815269217,0.16501599436618394,-0.5216437209258236,0.5797889370768764
wght_W_input_95,-0.23807042017332114,0.22526100120256873,-0.5209741357268882,-1.2563245506775014,0.15189383977457693,0.26226697959069634,0.2618741468762727,0.47891549429681135,-0.2571592560158932,0.13035313730290476
wght_W_input_96,-0.10075937178103866,-0.0001986594731443726,0.3831324893811129,0.23732168302766776,0.34867671193410277,0.016155232039349137,0.2180740489648104,-0.5774575812379122,0.43061360487281286,-0.5025798746931823
wght_W_input_97,-0.258982485178544,0.8528751355747335,-0.5714117961190032,0.25922785113799623,-0.4246945057161459,0.29778554253963413,0.12810379334757843,0.7286842206727723,-0.6224799340256797,0.11756271530360658
wght_W_input_98,0.3831950754440567,0.05229082812672586,0.33538002335049283,-0.1313813260728123,-0.495870546132509,-0.48663699585846343,-0.12424427667477514,0.4988130578090065,0.0993065716464059,0.2846224250175639
wght_W_input_99,0.13545289418372208,0.1448039799828526,-0.4470983833288958,1.3581508072339084,-0.48419724760954486,0.6360137189776293,0.14976039978312164,0.09792538463453833,-0.7591322858252069,-0.3734965688094156
wght_W_input_100,0.16746112163637344,0.026237452309361788,0.5935758695211738,-0.03587997208721211,-0.31187704233874886,0.4853679161749376,0.24129327073108553,-0.6367501135609467,-0.23828065596298745,0.06269002627016203
wght_W_input_101,-0.5278965256960164,-0.07178870702356732,-1.0848633417902476,0.3098031807792286,0.8837686751446047,0.14341560026695052,-0.11104129478727977,-0.19414146642727234,-0.16893853319647886,0.15947977181289405
wght_W_input_102,-0.15636161284157138,0.30649433922226915,-0.7779926854347408,0.018599096055048135,0.38413237330703354,0.1623354778857475,-0.9846515824432966,0.15409256880747954,0.36441676252097827,0.4498868117424238
wght_W_input_103,0.07042278211680554,-0.5915421008562424,-0.4049572191871032,-0.34146395183216643,-0.08477484297083193,0.6728768300235181,-0.2515248163227415,0.3513992365223142,0.7025155141242742,-0.268423934202902
wght_W_input_104,-0.3255540033087569,0.08945045645273285,-0.44999157057644845,0.5969284259332759,0.48429953957030697,-0.2919020316737432,0.06538975088986654,0.49612620546331476,0.002665389869686219,-0.6828097029925286
wght_W_input_105,0.08364329923228525,0.3131366158749356,0.2824992643912924,0.5304851504505356,-0.10169057652025472,-0.1321693509687764,0.26440671716139635,0.35230905748521124,-0.2633761856868052,-0.8240681209219509
wght_W_input_106,-0.2092614499659629,0.031313420346712716,0.07509297325403932,-0.09009962797314389,0.3753270408485211,-0.4234623276976755,0.244848130482856,-0.7043369233609664,0.6403816098052707,0.44294846767502805
wght_W_input_107,-0.14624727524332548,-0.22062897319830455,0.07156014165410532,0.5213092817851912,-0.9732798847168141,1.0175811137577577,0.1822571025895781,0.012096954128413318,-0.2392610794226698,-0.40551175113170385
wght_W_input_108,0.36327862960766366,-0.6749464288101978,0.2847844790622534,-0.3521640204328675,0.11518095504012385,0.8063398260361202,-0.2964497106943464,-0.31715701910544336,0.02366175476821653,-0.05207156744973733
wght_W_input_109,0.3149646369910786,-0.5813139607455621,0.47729409084736185,0.17325344030327172,0.4490137271974539,-0.2516666486554874,0.4022499640740312,-0.5458504335212966,-0.41242848401199633,0.31669799208079297
wght_W_input_110,-0.27968202187185653,0.07200483043834872,0.07988727815390267,0.026918602001475885,0.4319236164915374,-0.029295898894211053,-0.022403150223227274,0.2810350330331229,0.14109837492967567,-0.7146346059872254
wght_W_input_111,-1.0437669668789518,0.7625277228723639,0.1703296115913431,0.23962715077629543,0.009360891036000673,-0.15971491313071365,-0.26479604587909694,-0.17768526775332052,-0.23840704017199826,0.10571751529761242
wght_W_input_112,0.35842689709965403,-0.26204165072046753,-1.1662783832048127,-0.12775249872112734,0.4297934757953028,0.25018829317171276,0.3678381225648189,-0.28732101898469486,-0.3989073874886464,0.4783195340499822
wght_W_input_113,0.5553177101295163,-0.14928154970416474,0.741344822680338,0.4421721396409907,-0.6883171655865352,-0.984832113537761,0.16165203825028254,0.1469507295976627,-0.12116327155717044,0.1586979175972061
wght_W_input_114,0.04638216407156382,-0.5600128770936708,-0.7365783859258935,-0.08711614438664879,-0.15635751873520382,-0.13344794716645292,-0.10480036116585227,0.3085772173497661,0.17549459977790846,0.20983608900901035
wght_W_input_115,-0.029287090577444254,0.8898596422683634,-0.5912732380539287,-0.6706732751644474,-0.34818591678637617,0.7932733210781755,0.08324477983742123,-0.10313077587013775,-0.20343459327971364,0.036311310134787174
wght_W_input_116,-0.21506258592357008,0.072813146025054,-0.13206619353417454,-0.2647734912772698,-0.2549751485678128,0.21032378543427108,0.06828325782752381,0.22983029206111366,-0.029272406318340924,0.15252593865779976
wght_W_input_117,-0.04871605491185529,0.31421204429597754,-0.15279342067463522,0.4782257136957502,-0.3861042979801713,-0.08580232568346717,-0.5336355871139277,-0.18128031077353823,0.12055617835226518,0.1067026124257369
wght_W_input_118,0.11842448841172924,0.11119898186863683,0.46621211414104,0.11348773419798178,0.030001588424980286,-0.0742129802620404,-0.27717916008405113,-0.06777598802088303,-0.175137045030004,-0.4261324240538259
wght_W_input_119,0.3778066211148494,-0.2119452111917268,-0.4294267515177971,-0.7200576623369848,-0.39872588277985105,0.7501663473145173,0.8963840629114442,-0.2445740630599629,-0.651401663419412,0.3696996282404157
wght_W_input_120,-0.010561762834844194,-0.3708861803790332,-0.817656481753473,-0.3229667491139875,0.40859662664041757,0.1098490809209773,-0.26498607310626277,0.3645462712061095,0.024073879550408538,0.7340903907658535
wght_W_input_121,-0.1140406816053241,-0.1144704229293881,-0.006873981021964896,0.020817864001814956,0.0393120485095412,-0.081571225260385,0.08458408253755896,0.13465208038792284,-0.02234953089905541,-0.015330877011341762
wght_W_input_122,0.607333417961279,-0.18607960121511985,0.7482398523863855,0.06567798454162066,-0.572315732853071,0.692640954248123,0.1404792942154396,-0.0757090885757781,-0.6732891857394011,-0.6825236698438949
wght_W_input_123,-0.0074488048109546835,-0.4633395496266703,-0.051828323861046605,0.42877595795951207,-0.08375136776745774,-0.2491596022209242,-0.019274671726046185,-0.04266005243563054,0.16653828494052342,0.6092763362396931
wght_W_input_124,0.17238986503501624,-0.033423419090556926,0.25566457129212994,-0.3470628828745586,-0.28583318808324176,0.49465870526666234,0.250613061397184,-0.7397260881105969,0.05742283060912671,-0.6056926206124624
wght_W_input_125,-0.25280874938560977,-0.13199326098038272,0.6038540547981129,0.11953116384661423,0.019216884461015844,0.43126672678172706,0.42349245228533877,-0.6321561112403402,0.38574782544238057,-0.6320135827939407
wght_W_input_126,-0.16029071077552987,0.06929072468815989,-0.24592262983508503,0.4507310203284314,-0.7219757781590873,0.692048048226305,-0.5034579576599345,0.2851143908635107,0.44797287985503337,-0.027898829132994456
wght_W_input_127,0.023095648727282772,-0.4636911920478355,0.16112487711263454,-0.13375402348004115,0.3871510295589271,-0.14900312281102826,-0.6206342563829118,0.5807920200684912,-0.11778005498126211,0.26251530580641147
wght_W_input_128,-0.11346834570903964,0.2825333750741255,-1.3713439316634308,0.21045529237588947,0.8484395264914516,-0.1601427457785879,-0.24856879372169427,0.6069810180686009,-0.15755565437427216,0.33546881547156565
